Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
9;1000009;Форма банка (без печати работодателя);Покупка автомобиля;0;0.37;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;324;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000029;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000049;2НДФЛ;Ремонт;1;0.24;женский;0;0;высшее;специалист;>250;0;35;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000069;Поступление зарплаты на счет;Другое;1;0.26;мужской;0;0;высшее;специалист;>250;1;26;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000089;Форма банка (без печати работодателя);Покупка автомобиля;1;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;56;31;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.0233333333;1;0;0;0;0.5;5;5;293;10;1;3;27;90;1;0;0;0;0;0;0
9;1000109;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;86;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000129;Свободная форма с печатью работодателя;Ремонт;1;0.46;женский;2;0;второе высшее;менеджер среднего звена;< 50;0;69;47;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1806451613;1;0;0;0;0.25;2;2;127;4;1;0;42;80;1;0;0;0;0;0;0
9;1000149;Поступление зарплаты на счет;Ремонт;1;0.54;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;28;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000169;Форма банка (без печати работодателя);Ремонт;1;0.35;женский;0;0;высшее;менеджер среднего звена;>250;0;161;52;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.0467836257;1;1;0;0;0.4285714286;4;3;163;7;2;2;5;84;1;0;0;0;0;0;0
9;1000189;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000209;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;менеджер среднего звена;< 50;0;39;53;Торговля;ООО;женат / замужем;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;
9;1000229;2НДФЛ;Другое;1;0.2;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000249;Поступление зарплаты на счет;Лечение;0;0.18;женский;0;0;высшее;специалист;>250;0;129;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000269;Свободная форма с печатью работодателя;Покупка бытовой техники;0;0.23;женский;0;0;высшее;специалист;< 50;0;18;28;Другое;ООО;женат / замужем;4;3;2;1;1;0.03125;1;0;0;0;0.3333333333;2;4;62;6;1;0;7;38;1;0;0;0;0;0;0
9;1000289;2НДФЛ;Ремонт;1;0.31;мужской;0;0;высшее;рабочий;>250;1;39;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000309;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000329;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;45;23;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;37;1;0;0;37;37;0;0;0;0;0;0;0
9;1000349;Форма банка (без печати работодателя);Отпуск;0;0.19;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;54;37;Торговля;ОАО;разведен / разведена;6;3;2;1;1;0.0161290323;0;1;1;0;0.5;2;2;61;4;1;0;2;46;1;0;0;0;0;0;0
9;1000369;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;2;0;среднее-специальное;рабочий;>250;0;107;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000389;Форма банка (без печати работодателя);Ремонт;0;0.53;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;26;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000409;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;1;0;незаконченное высшее;менеджер среднего звена;>250;0;104;44;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000429;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;0;9;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000449;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;1;0;высшее;специалист;>250;0;30;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000469;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.24;мужской;0;0;высшее;менеджер среднего звена;>250;0;176;52;Другое;ООО;женат / замужем;0;0;0;0;0;0.0606060606;1;0;0;0;0;1;1;31;2;1;1;41;70;1;1;0;0;0;0;0
9;1000489;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;2;0;высшее;вспомогательный персонал;< 50;1;27;35;Другое;ООО;разведен / разведена;2;2;2;2;2;0.0416666667;1;0;0;0;0.2222222222;2;7;138;9;1;1;10;70;1;1;0;0;0;0;0
9;1000509;Поступление зарплаты на счет;Ремонт;1;0.36;женский;3;0;второе высшее;менеджер среднего звена;< 50;0;82;44;Торговля;ООО;женат / замужем;1;1;1;1;0;0.0079365079;1;0;0;0;0.2857142857;2;5;125;7;1;1;26;106;1;0;0;0;0;0;0
9;1000529;2НДФЛ;Покупка мебели;1;0.54;женский;0;0;высшее;вспомогательный персонал;>250;1;23;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;2;0;0;0.7142857143;5;2;60;7;3;0;3;28;0;0;0;0;0;0;0
9;1000549;Форма банка (без печати работодателя);Ремонт;0;0.41;женский;1;0;высшее;специалист;< 50;0;20;30;Другое;Государственное предприятие;женат / замужем;3;3;3;3;1;;;;;;;;;;;;;;;;;;;;;
9;1000569;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.59;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000589;Поступление зарплаты на счет;Лечение;0;0.21;женский;0;0;высшее;специалист;>250;0;62;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000609;Поступление зарплаты на счет;Ремонт;1;0.3;женский;2;0;среднее;вспомогательный персонал;>250;0;43;36;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;1;0;0;0.6666666667;2;1;15;3;1;0;4;13;0;0;0;0;0;0;0
9;1000629;Форма банка (без печати работодателя);Ремонт;1;0.51;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000649;Поступление зарплаты на счет;Покупка автомобиля;1;0.22;мужской;3;0;высшее;специалист;>250;0;23;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000669;2НДФЛ;Ремонт;1;0.49;мужской;2;0;среднее;вспомогательный персонал;>250;0;52;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000689;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.35;женский;0;0;среднее;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000709;Свободная форма с печатью работодателя;Ремонт;0;0.37;женский;0;0;высшее;менеджер высшего звена;< 50;0;12;39;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1076923077;1;1;0;0;0.4285714286;3;4;116;7;3;0;5;97;1;0;0;0;0;0;0
9;1000729;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000749;Форма банка (без печати работодателя);Ремонт;1;0.24;мужской;2;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000769;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;среднее-специальное;специалист;>250;3;12;38;Другое;ЗАО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0.75;3;1;57;4;1;0;13;21;0;0;0;0;0;0;0
9;1000789;Поступление зарплаты на счет;Обучение;0;0.13;женский;0;0;высшее;специалист;>250;0;10;25;Другое;ОАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1000809;2НДФЛ;Покупка недвижимости/ строительство;1;0.37;мужской;0;0;высшее;менеджер среднего звена;>250;3;289;56;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000829;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000849;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;43;26;Другое;ЗАО;женат / замужем;3;2;1;0;0;0.03187251;1;0;0;0;0.4666666667;7;8;243;15;3;2;6;52;1;0;0;0;0;0;0
9;1000869;Поступление зарплаты на счет;Ремонт;1;0.46;женский;0;0;высшее;вспомогательный персонал;>250;0;34;36;Торговля;ООО;повторный брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1000889;Поступление зарплаты на счет;Покупка автомобиля;1;0.39;мужской;0;0;среднее;вспомогательный персонал;< 50;0;27;33;Другое;ОАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1000909;2НДФЛ;Обучение;1;0.33;женский;0;0;высшее;специалист;>250;0;51;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000929;2НДФЛ;Ремонт;1;0.12;женский;0;0;высшее;специалист;>250;3;170;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000949;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.18;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;25;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000969;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;19;37;Торговля;Индивидуальный предприниматель;холост / не замужем;2;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;42;42;0;0;0;0;0;0;0
9;1000989;Поступление зарплаты на счет;Ремонт;0;0.05;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;45;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001009;Поступление зарплаты на счет;Покупка автомобиля;1;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;13;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.2857142857;2;5;70;7;0;0;30;57;0;0;0;0;0;0;0
9;1001029;Поступление зарплаты на счет;Лечение;1;0.13;женский;0;0;незаконченное высшее;менеджер высшего звена;>250;0;73;32;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;6;6;0;0;0;0;0;0;0
9;1001049;Форма банка (без печати работодателя);Покупка автомобиля;1;0.5;женский;1;0;среднее;вспомогательный персонал;>250;0;86;37;Другое;ООО;женат / замужем;1;1;1;1;1;0.2;1;0;0;0;0.5;1;1;16;2;1;1;21;22;1;1;1;1;1;1;0
9;1001069;Поступление зарплаты на счет;Ремонт;0;0.44;мужской;1;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001089;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;47;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001109;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.57;мужской;2;0;высшее;менеджер высшего звена;>250;0;10;46;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0.1063122924;1;1;0;0;0.4615384615;9;4;269;13;5;1;3;120;1;0;0;0;0;0;0
9;1001129;2НДФЛ;Ремонт;1;0.44;мужской;1;0;высшее;специалист;>250;3;128;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001149;Форма банка (без печати работодателя);Ремонт;0;0.34;мужской;1;0;высшее;специалист;>250;0;133;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001169;2НДФЛ;Ремонт;0;0.38;женский;0;0;среднее-специальное;рабочий;>250;0;53;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001189;Поступление зарплаты на счет;Ремонт;1;0.28;женский;0;0;высшее;специалист;>250;0;37;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001209;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;48;34;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0327868852;0;2;1;1;0.2727272727;3;8;118;11;2;0;0;76;1;0;0;0;0;0;0
9;1001229;2НДФЛ;Ремонт;0;0.56;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001249;Форма банка (без печати работодателя);Отпуск;1;0.49;мужской;1;0;высшее;менеджер высшего звена;< 50;0;80;34;Информационные технологии;ООО;женат / замужем;2;2;0;0;0;0.0133333333;1;0;0;0;0.4;2;3;74;5;1;2;16;53;1;0;0;0;0;0;0
9;1001269;Форма банка (без печати работодателя);Покупка автомобиля;1;0.58;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;0;144;51;Торговля;ООО;женат / замужем;2;2;2;2;1;0.0384615385;1;0;0;0;0;0;3;50;3;0;1;9;50;1;0;0;0;0;0;0
9;1001289;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;женский;0;0;высшее;специалист;>250;0;7;32;Торговля;Государственное предприятие;женат / замужем;0;0;0;0;0;0.7613636364;0;0;0;0;0.5;1;1;21;2;1;1;35;70;1;1;1;1;0;0;0
9;1001309;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.5;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001329;2НДФЛ;Покупка автомобиля;0;0.18;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;36;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001349;Свободная форма с печатью работодателя;Ремонт;1;0.24;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001369;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;27;46;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0149253731;0;0;0;0;0.6666666667;2;1;66;3;1;0;11;35;1;0;0;0;0;0;0
9;1001389;Поступление зарплаты на счет;Покупка автомобиля;1;0.28;мужской;2;0;высшее;специалист;>250;0;31;27;Другое;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0;0;1;16;1;0;0;16;16;0;0;0;0;0;0;0
9;1001409;2НДФЛ;Другое;0;0.43;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;265;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001429;Поступление зарплаты на счет;Покупка автомобиля;1;0.18;мужской;0;0;среднее-специальное;рабочий;>250;0;6;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001449;2НДФЛ;Покупка недвижимости/ строительство;0;0.56;женский;2;0;высшее;менеджер среднего звена;>250;0;88;41;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001469;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;7;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;50;2;1;0;24;25;0;0;0;0;0;0;0
9;1001489;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;1;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001509;Свободная форма с печатью работодателя;Ремонт;1;0.34;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001529;2НДФЛ;Ремонт;0;0.24;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001549;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.37;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;41;44;Торговля;ЗАО;холост / не замужем;1;1;0;0;0;0.0117647059;0;1;0;0;1;4;0;84;4;1;0;5;30;1;0;0;0;0;0;0
9;1001569;2НДФЛ;Ремонт;0;0.52;мужской;1;0;высшее;специалист;>250;3;13;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001589;Поступление зарплаты на счет;Ремонт;1;0.57;женский;1;0;второе высшее;специалист;>250;1;88;36;Другое;ООО;женат / замужем;3;2;0;0;0;0.0081300813;1;0;0;0;0.0714285714;1;13;244;14;0;1;1;97;1;0;0;0;0;0;0
9;1001609;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;высшее;специалист;>250;0;161;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001629;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;0;0;среднее;вспомогательный персонал;>250;0;45;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001649;Форма банка (без печати работодателя);Обучение;1;0.46;женский;0;0;среднее-специальное;специалист;>250;0;105;52;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0.1762452107;0;0;0;0;0.3636363636;4;7;215;11;1;3;6;123;1;0;0;0;0;0;0
9;1001669;2НДФЛ;Ремонт;1;0.34;мужской;1;0;высшее;менеджер среднего звена;< 50;0;33;35;Другое;ООО;женат / замужем;2;1;1;1;1;0.0625;0;0;0;0;0.375;3;5;75;8;0;0;7;81;1;0;0;0;0;0;0
9;1001689;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;2;0;высшее;вспомогательный персонал;>250;0;98;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001709;Форма банка (без печати работодателя);Ремонт;0;0.45;женский;3;0;среднее-специальное;менеджер по продажам;< 50;0;22;39;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0303030303;0;0;0;0;0.1666666667;1;5;96;6;1;1;18;55;1;0;0;0;0;0;0
9;1001729;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;10;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001749;Поступление зарплаты на счет;Покупка мебели;1;0.13;женский;0;0;среднее-специальное;рабочий;>250;0;141;56;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.075;0;0;0;0;0;0;5;37;5;0;1;9;106;1;0;0;0;0;0;0
9;1001769;2НДФЛ;Ремонт;0;0.2;женский;0;0;высшее;специалист;>250;0;108;46;Другое;ОАО;холост / не замужем;3;3;3;1;1;0.0140186916;0;0;0;0;0.0909090909;1;10;211;11;0;8;26;80;1;0;0;0;0;0;0
9;1001789;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;специалист;>250;0;88;44;Другое;ООО;разведен / разведена;1;0;0;0;0;0.0352941176;1;1;0;0;0.2;1;4;82;5;1;4;4;42;1;0;0;0;0;0;0
9;1001809;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;0;0;среднее-специальное;специалист;>250;0;35;49;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;67;3;2;1;17;33;0;0;0;0;0;0;0
9;1001829;2НДФЛ;Покупка автомобиля;1;0.45;мужской;1;0;высшее;рабочий;>250;1;90;37;Другое;ООО;женат / замужем;1;1;1;0;0;0;0;1;1;1;0.3333333333;2;4;48;6;1;1;1;86;0;0;0;0;0;0;0
9;1001849;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.44;женский;0;0;высшее;менеджер высшего звена;< 50;0;141;50;Торговля;ООО;гражданский брак;4;4;4;3;2;;;;;;;;;;;;;;;;;;;;;
9;1001869;2НДФЛ;Ремонт;0;0.46;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;1;7;47;Торговля;ООО;разведен / разведена;4;2;1;1;1;0.064516129;0;0;0;0;0.5;1;1;58;2;1;0;25;47;1;0;0;0;0;0;0
9;1001889;2НДФЛ;Ремонт;1;0.09;женский;1;0;высшее;рабочий;>250;3;49;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001909;Свободная форма с печатью работодателя;Ремонт;1;0.4;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;10;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;61;3;1;1;12;29;0;0;0;0;0;0;0
9;1001929;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;157;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001949;2НДФЛ;Отпуск;1;0.28;женский;0;0;среднее-специальное;специалист;>250;1;7;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1001969;Поступление зарплаты на счет;Ремонт;1;0.32;женский;0;0;высшее;вспомогательный персонал;>250;0;42;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;2;0;0;0.4;2;3;21;5;0;0;4;66;0;0;0;0;0;0;0
9;1001989;2НДФЛ;Ремонт;0;;женский;1;0;высшее;другое;;0;9;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002009;Поступление зарплаты на счет;Ремонт;1;0.03;женский;1;0;второе высшее;специалист;>250;0;22;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002029;Поступление зарплаты на счет;Отпуск;1;0.33;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;71;45;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;43;43;0;0;0;0;0;0;0
9;1002049;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002069;Форма банка (без печати работодателя);Покупка автомобиля;1;0.05;мужской;1;0;высшее;менеджер высшего звена;< 50;0;45;31;Информационные технологии;ООО;повторный брак;1;1;1;1;1;0;0;0;0;0;0;0;1;11;1;0;0;76;76;0;0;0;0;0;0;0
9;1002089;Форма банка (без печати работодателя);Ремонт;0;0.54;женский;1;0;высшее;рабочий;>250;0;11;28;Другое;ООО;разведен / разведена;5;2;2;2;2;0.0053763441;0;1;0;0;0.5384615385;7;6;185;13;3;2;5;62;1;0;0;0;0;0;0
9;1002109;Поступление зарплаты на счет;Покупка автомобиля;1;0.58;мужской;0;0;высшее;менеджер среднего звена;>250;0;24;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002129;2НДФЛ;Ремонт;1;0.4;мужской;3;0;высшее;менеджер высшего звена;>250;0;11;36;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;4;8;221;12;1;5;19;91;0;0;0;0;0;0;0
9;1002149;2НДФЛ;Покупка недвижимости/ строительство;1;0.37;женский;2;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002169;Поступление зарплаты на счет;Отпуск;1;0.31;женский;0;0;высшее;специалист;>250;0;16;27;Другое;ОАО;женат / замужем;2;2;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0
9;1002189;Поступление зарплаты на счет;Ремонт;1;0.3;женский;2;0;высшее;торговый представитель;>250;0;15;24;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1002209;Форма банка (без печати работодателя);Покупка автомобиля;1;0.35;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002229;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;1;0;незаконченное высшее;рабочий;>250;0;196;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002249;Свободная форма с печатью работодателя;Покупка земли;1;0.28;женский;0;0;высшее;менеджер среднего звена;< 50;0;14;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002269;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;мужской;0;0;высшее;специалист;>250;1;11;31;Торговля;ООО;холост / не замужем;2;0;0;0;0;0.0487804878;0;1;1;0;0.25;1;3;39;4;0;1;2;78;1;0;0;0;0;0;0
9;1002289;Поступление зарплаты на счет;Ремонт;1;0.2;женский;2;0;высшее;специалист;>250;0;75;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002309;Форма банка (без печати работодателя);Обучение;0;0.36;мужской;2;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002329;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.38;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;69;52;Информационные технологии;ЗАО;женат / замужем;1;0;0;0;0;0.1811023622;0;0;0;0;0.5;2;2;104;4;2;1;17;87;1;1;1;1;0;0;0
9;1002349;Поступление зарплаты на счет;Покупка земли;0;0.43;женский;0;0;высшее;специалист;>250;0;111;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002369;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.29;мужской;1;0;высшее;специалист;>250;0;85;35;Торговля;ЗАО;разведен / разведена;0;0;0;0;0;0.0186915888;0;0;0;0;0.3333333333;2;4;105;6;1;4;10;44;1;0;0;0;0;0;0
9;1002389;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;рабочий;>250;0;43;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002409;2НДФЛ;Ремонт;1;0.22;мужской;0;0;высшее;рабочий;>250;0;55;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
