Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
9;1023909;Форма банка (без печати работодателя);Ремонт;0;0.42;женский;2;0;среднее;вспомогательный персонал;< 50;0;98;37;Торговля;Индивидуальный предприниматель;холост / не замужем;1;1;0;0;0;0;1;1;1;1;0.4285714286;3;4;109;7;3;1;1;63;0;0;0;0;0;0;0
9;1023929;Форма банка (без печати работодателя);Покупка автомобиля;0;0.49;мужской;0;0;высшее;специалист;>250;0;55;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1023949;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;среднее-специальное;рабочий;>250;0;84;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1023969;2НДФЛ;Ремонт;1;0.48;мужской;0;0;второе высшее;торговый представитель;>250;0;34;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1023989;2НДФЛ;Покупка автомобиля;0;0.56;мужской;1;0;высшее;менеджер среднего звена;>250;1;69;29;Другое;ООО;разведен / разведена;0;0;0;0;0;0;0;1;0;0;0.3333333333;1;2;11;3;1;2;3;5;0;0;0;0;0;0;0
9;1024009;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;11;29;Торговля;ООО;женат / замужем;9;7;7;5;2;;;;;;;;;;;;;;;;;;;;;
9;1024029;2НДФЛ;Ремонт;1;0.22;мужской;0;0;высшее;специалист;>250;0;13;34;Торговля;ООО;холост / не замужем;5;4;4;3;1;0;0;1;0;0;1;3;0;24;3;1;0;4;25;0;0;0;0;0;0;0
9;1024049;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.34;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;0;6;42;Другое;Индивидуальный предприниматель;женат / замужем;3;2;2;1;1;0.0114285714;0;0;0;0;0.1428571429;2;12;173;14;0;1;16;87;1;0;0;0;0;0;0
9;1024069;Поступление зарплаты на счет;Ремонт;0;0.27;женский;2;0;высшее;менеджер среднего звена;>250;0;94;42;Торговля;ЗАО;разведен / разведена;0;0;0;0;0;0;1;0;0;0;0.6666666667;2;1;79;3;1;0;18;59;0;0;0;0;0;0;0
9;1024089;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;высшее;специалист;>250;0;29;57;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024109;Форма банка (без печати работодателя);Другое;1;0.13;мужской;0;0;высшее;менеджер высшего звена;< 50;0;18;25;Другое;Индивидуальный предприниматель;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1024129;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>250;0;40;45;Торговля;ООО;разведен / разведена;2;2;1;1;1;0.3072916667;0;1;1;1;0.35;7;13;133;20;4;0;0;54;1;1;1;1;0;0;1
9;1024149;2НДФЛ;Ремонт;1;0.37;женский;0;0;второе высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024169;Поступление зарплаты на счет;Ремонт;1;0.58;женский;0;0;высшее;менеджер среднего звена;>250;0;39;28;Торговля;ОАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.6666666667;2;1;42;3;0;0;7;26;0;0;0;0;0;0;0
9;1024189;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;2;0;высшее;специалист;>250;0;59;41;Другое;ЗАО;женат / замужем;4;4;4;4;1;0.049382716;0;0;0;0;0.5;2;2;77;4;1;0;14;90;1;0;0;0;0;0;0
9;1024209;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;43;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024229;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;менеджер среднего звена;< 50;1;11;37;Торговля;ООО;женат / замужем;7;7;2;1;1;0.2682926829;0;3;3;3;0.8333333333;5;1;30;6;1;0;0;44;1;0;0;0;0;0;0
9;1024249;Поступление зарплаты на счет;Ремонт;0;0.34;женский;3;0;высшее;специалист;>250;0;75;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024269;;Покупка недвижимости/ строительство;0;;мужской;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;100;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024289;2НДФЛ;Ремонт;1;0.29;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024309;2НДФЛ;Ремонт;1;0.59;мужской;1;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024329;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;мужской;2;0;второе высшее;менеджер среднего звена;>250;0;191;39;Другое;Государственное предприятие;женат / замужем;3;2;1;0;0;0.0202702703;0;1;1;0;0.75;6;2;145;8;1;1;2;84;1;0;0;0;0;0;0
9;1024349;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;0;0;среднее;рабочий;>250;0;62;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024369;2НДФЛ;Ремонт;0;0.31;мужской;0;0;высшее;специалист;>250;0;18;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024389;Поступление зарплаты на счет;Ремонт;0;0.46;женский;1;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024409;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.24;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024429;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;специалист;>250;0;43;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024449;2НДФЛ;Покупка мебели;1;0.55;женский;1;0;высшее;специалист;>250;0;84;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024469;2НДФЛ;Ремонт;0;;женский;0;0;высшее;;;0;11;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024489;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;0;0;среднее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024509;Поступление зарплаты на счет;Ремонт;1;0.23;женский;0;0;среднее;рабочий;>250;0;6;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024529;Форма банка (без печати работодателя);Покупка автомобиля;0;0.23;мужской;1;0;высшее;менеджер среднего звена;>250;0;116;48;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0125;0;0;0;0;0;0;6;79;6;0;1;19;74;1;0;0;0;0;0;0
9;1024549;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.59;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024569;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;0;0;высшее;специалист;>250;0;33;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024589;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;0;0;высшее;рабочий;>250;0;110;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024609;Поступление зарплаты на счет;Покупка бытовой техники;0;0.19;мужской;0;0;высшее;менеджер среднего звена;>250;1;18;33;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0053191489;1;0;0;0;0.2727272727;3;8;187;11;3;6;13;76;1;0;0;0;0;0;0
9;1024629;Форма банка (без печати работодателя);Ремонт;0;0.58;мужской;1;0;высшее;менеджер высшего звена;>250;0;85;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024649;Свободная форма с печатью работодателя;Ремонт;1;0.45;женский;0;0;высшее;специалист;>250;0;178;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024669;Свободная форма с печатью работодателя;Ремонт;1;0.55;женский;0;0;незаконченное высшее;специалист;>250;0;40;25;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1024689;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024709;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.53;мужской;1;0;незаконченное высшее;специалист;< 50;0;29;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024729;2НДФЛ;Покупка автомобиля;1;0.33;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024749;Форма банка (без печати работодателя);Покупка автомобиля;1;0.37;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;121;35;Торговля;ООО;женат / замужем;5;4;3;3;3;0.0306748466;1;0;0;0;0.4;4;6;158;10;3;0;7;113;1;1;0;0;0;0;0
9;1024769;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024789;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;2;0;высшее;специалист;>250;0;11;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024809;Поступление зарплаты на счет;Отпуск;1;0.44;женский;1;0;высшее;вспомогательный персонал;>250;0;27;37;Торговля;ООО;холост / не замужем;4;3;1;1;1;0;0;0;0;0;0.5;1;1;21;2;1;0;15;18;0;0;0;0;0;0;0
9;1024829;Поступление зарплаты на счет;Другое;0;0.4;мужской;0;0;высшее;вспомогательный персонал;>250;0;11;24;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;1;1;0;6;1;0;0;5;5;0;0;0;0;0;0;0
9;1024849;2НДФЛ;Ремонт;1;0.34;женский;3;0;высшее;специалист;< 50;0;17;35;Торговля;ООО;женат / замужем;3;3;2;2;0;0.0060606061;0;1;0;0;0.3529411765;6;11;164;17;4;1;3;89;1;0;0;0;0;0;0
9;1024869;Поступление зарплаты на счет;Ремонт;1;0.16;женский;1;0;высшее;менеджер среднего звена;>250;0;78;32;Торговля;ООО;женат / замужем;2;1;1;0;0;0.0707070707;1;0;0;0;0.1666666667;1;5;92;6;1;1;13;61;1;0;0;0;0;0;0
9;1024889;2НДФЛ;Ремонт;1;0.44;мужской;2;0;высшее;рабочий;>250;1;122;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024909;Форма банка (без печати работодателя);Покупка мебели;1;0.51;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;38;47;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0212765957;1;0;0;0;0.3333333333;2;4;138;6;0;1;16;95;1;0;0;0;0;0;0
9;1024929;Форма банка (без печати работодателя);Обучение;1;0.37;женский;0;0;среднее-специальное;специалист;< 50;0;67;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0101010101;0;1;0;0;0.4285714286;3;4;98;7;1;3;5;105;1;0;0;0;0;0;0
9;1024949;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.24;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;11;25;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0;0;3;29;3;0;0;11;54;0;0;0;0;0;0;0
9;1024969;Свободная форма с печатью работодателя;Ремонт;1;0.25;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1024989;Поступление зарплаты на счет;Другое;1;0.21;женский;0;0;высшее;специалист;>250;0;78;33;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.4285714286;3;4;156;7;2;4;12;83;0;0;0;0;0;0;0
9;1025009;Поступление зарплаты на счет;Покупка бытовой техники;1;0.22;мужской;0;0;высшее;рабочий;>250;0;10;24;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1025029;Поступление зарплаты на счет;Покупка автомобиля;0;0.45;мужской;0;0;среднее;специалист;>250;1;60;30;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0652173913;1;0;0;0;0;1;3;43;4;1;1;11;75;1;0;0;0;0;0;0
9;1025049;2НДФЛ;Ремонт;0;0.24;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025069;Поступление зарплаты на счет;Ремонт;0;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;16;27;Информационные технологии;ОАО;холост / не замужем;5;4;0;0;0;0.2;0;0;0;0;0.6666666667;2;1;28;3;1;0;13;13;1;0;0;0;0;0;0
9;1025089;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.48;женский;1;0;высшее;специалист;< 50;3;50;28;Торговля;ООО;женат / замужем;;;;;;0;0;0;0;0;1;1;0;2;1;0;0;70;70;0;0;0;0;0;0;0
9;1025109;2НДФЛ;Ремонт;1;0.59;женский;2;0;высшее;вспомогательный персонал;>250;0;77;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025129;2НДФЛ;Ремонт;0;0.34;мужской;1;0;высшее;вспомогательный персонал;>250;0;48;29;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1025149;Поступление зарплаты на счет;Отпуск;1;0.26;мужской;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025169;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025189;Поступление зарплаты на счет;Отпуск;1;0.33;мужской;0;0;незаконченное высшее;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025209;Форма банка (без печати работодателя);Покупка автомобиля;0;0.57;женский;1;0;высшее;вспомогательный персонал;>250;0;36;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025229;Свободная форма с печатью работодателя;Отпуск;1;0.37;мужской;3;0;незаконченное высшее;специалист;< 50;3;20;38;Торговля;ООО;повторный брак;1;1;1;1;1;0;1;1;0;0;0.375;3;5;60;8;3;0;5;96;0;0;0;0;0;0;0
9;1025249;2НДФЛ;Покупка недвижимости/ строительство;0;0.57;женский;0;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025269;Поступление зарплаты на счет;Ремонт;0;0.17;женский;0;0;высшее;специалист;>250;1;22;25;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.2;1;4;73;5;0;2;5;33;0;0;0;0;0;0;0
9;1025289;2НДФЛ;Ремонт;0;0.26;мужской;0;0;второе высшее;менеджер высшего звена;< 50;0;77;48;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0857142857;0;0;0;0;0.6666666667;2;1;32;3;0;1;8;34;1;0;0;0;0;0;0
9;1025309;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;2;высшее;специалист;< 50;0;97;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025329;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;1;0;незаконченное высшее;менеджер среднего звена;>250;0;76;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025349;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;123;37;Другое;ЗАО;женат / замужем;1;1;0;0;0;0.0878378378;0;0;0;0;0.75;3;1;135;4;1;0;21;87;1;0;0;0;0;0;0
9;1025369;2НДФЛ;Покупка автомобиля;0;0.56;мужской;0;0;высшее;специалист;>250;3;17;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025389;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;40;51;Торговля;ООО;холост / не замужем;4;3;3;2;2;0;0;0;0;0;0.3636363636;4;7;283;11;0;2;4;96;0;0;0;0;0;0;0
9;1025409;Форма банка (без печати работодателя);Покупка автомобиля;1;0.38;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025429;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;1;0;высшее;менеджер среднего звена;>250;0;36;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025449;Поступление зарплаты на счет;Покупка земли;1;0.44;женский;1;0;незаконченное высшее;менеджер среднего звена;>250;0;27;47;Торговля;ООО;разведен / разведена;5;2;2;2;1;0.1449275362;0;1;1;0;0.2222222222;2;7;59;9;2;0;2;75;1;1;0;0;0;0;0
9;1025469;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;0;0;незаконченное высшее;специалист;>250;0;32;25;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1025489;Поступление зарплаты на счет;Ремонт;0;0.4;женский;0;0;высшее;менеджер среднего звена;>250;0;91;54;Торговля;ООО;женат / замужем;1;0;0;0;0;0.006993007;0;0;0;0;0.2857142857;4;10;142;14;2;2;9;81;1;1;1;1;0;0;0
9;1025509;Поступление зарплаты на счет;Лечение;1;0.53;женский;0;0;среднее-специальное;рабочий;>250;0;56;40;Торговля;ООО;женат / замужем;2;0;0;0;0;0.02;0;1;1;0;0.75;3;1;49;4;3;1;2;22;1;0;0;0;0;0;0
9;1025529;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025549;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;17;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025569;Свободная форма с печатью работодателя;Покупка бытовой техники;1;0.47;мужской;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025589;Поступление зарплаты на счет;Покупка мебели;0;0.3;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;1;13;25;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0294117647;0;1;0;0;0.75;3;1;33;4;2;0;2;36;1;1;0;0;0;0;0
9;1025609;Поступление зарплаты на счет;Покупка автомобиля;1;0.38;женский;0;0;высшее;специалист;>250;0;21;27;Другое;ЗАО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.5;1;1;25;2;1;1;12;29;0;0;0;0;0;0;0
9;1025629;2НДФЛ;Ремонт;0;0.41;женский;1;0;незаконченное высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025649;Форма банка (без печати работодателя);Ремонт;0;0.46;женский;2;0;высшее;специалист;>250;0;22;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0555555556;0;0;0;0;0;0;1;17;1;0;1;17;17;1;0;0;0;0;0;0
9;1025669;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.38;женский;0;0;высшее;вспомогательный персонал;>250;0;35;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025689;2НДФЛ;Ремонт;0;0.51;мужской;0;0;среднее-специальное;рабочий;>250;1;43;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025709;2НДФЛ;Ремонт;1;0.59;мужской;0;0;второе высшее;специалист;>250;0;71;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.018018018;1;0;0;0;0.3333333333;3;6;109;9;2;6;7;58;1;0;0;0;0;0;0
9;1025729;Форма банка (без печати работодателя);Отпуск;0;0.34;мужской;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025749;Поступление зарплаты на счет;Покупка автомобиля;0;0.37;мужской;0;0;высшее;специалист;>250;0;26;29;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;20;3;0;2;8;29;0;0;0;0;0;0;0
9;1025769;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;117;46;Торговля;ЗАО;холост / не замужем;1;1;0;0;0;0.0127388535;0;0;0;0;0.5714285714;4;3;155;7;2;2;7;103;1;0;0;0;0;0;0
9;1025789;2НДФЛ;Покупка автомобиля;1;0.57;мужской;0;0;высшее;специалист;>250;0;30;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025809;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;30;53;Торговля;ООО;женат / замужем;1;1;0;0;0;0.1034482759;0;0;0;0;0.6;3;2;26;5;1;0;7;32;1;0;0;0;0;0;0
9;1025829;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025849;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025869;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;22;26;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.0526315789;0;0;0;0;0.5555555556;5;4;144;9;3;0;11;47;1;0;0;0;0;0;0
9;1025889;2НДФЛ;Покупка автомобиля;1;0.45;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;8;24;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025909;2НДФЛ;Ремонт;1;0.11;мужской;0;0;высшее;рабочий;>250;3;240;53;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025929;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025949;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;мужской;0;0;среднее-специальное;рабочий;>250;0;46;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1025969;2НДФЛ;Покупка автомобиля;0;0.45;мужской;1;0;высшее;рабочий;>250;0;33;33;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6;3;2;63;5;2;0;24;71;0;0;0;0;0;0;0
9;1025989;Свободная форма с печатью работодателя;Ремонт;0;0.45;мужской;2;0;высшее;менеджер среднего звена;>250;0;229;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0363636364;1;0;0;0;0;0;2;53;2;0;0;63;67;1;0;0;0;0;0;0
9;1026009;Поступление зарплаты на счет;Лечение;1;0.34;женский;1;0;среднее-специальное;специалист;>250;0;41;48;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0769230769;0;0;0;0;0;0;1;12;1;0;0;31;31;1;0;0;0;0;0;0
9;1026029;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;среднее-специальное;специалист;>250;0;25;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026049;Поступление зарплаты на счет;Ремонт;0;0.11;женский;0;0;высшее;торговый представитель;>250;0;33;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026069;Поступление зарплаты на счет;Покупка автомобиля;0;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;13;52;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;1;2;0;19;2;1;0;12;30;0;0;0;0;0;0;0
9;1026089;2НДФЛ;Покупка автомобиля;0;0.19;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;257;47;Другое;Государственное предприятие;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
9;1026109;Форма банка (без печати работодателя);Ремонт;1;0.55;мужской;0;0;среднее-специальное;рабочий;>250;0;17;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026129;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;328;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026149;2НДФЛ;Ремонт;0;0.24;мужской;0;0;высшее;менеджер среднего звена;>250;0;39;38;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;1;1;0;21;1;1;0;21;21;0;0;0;0;0;0;0
9;1026169;Поступление зарплаты на счет;Ремонт;0;0.26;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026189;2НДФЛ;Ремонт;1;0.19;мужской;0;0;высшее;менеджер высшего звена;< 50;0;111;51;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0777777778;0;0;0;0;0;0;1;83;1;0;1;97;97;1;0;0;0;0;0;0
9;1026209;2НДФЛ;Ремонт;1;0.59;женский;2;0;высшее;менеджер среднего звена;>250;1;38;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026229;Поступление зарплаты на счет;Ремонт;0;0.52;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;12;32;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.75;3;1;43;4;1;0;6;23;0;0;0;0;0;0;0
9;1026249;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;1;0;среднее;вспомогательный персонал;>250;0;160;41;Торговля;ООО;разведен / разведена;0;0;0;0;0;0;1;0;0;0;0.2;1;4;144;5;1;0;17;94;0;0;0;0;0;0;0
9;1026269;Поступление зарплаты на счет;Ремонт;0;0.42;женский;0;0;незаконченное высшее;торговый представитель;>250;0;6;24;Торговля;ООО;холост / не замужем;2;0;0;0;0;0.2181818182;0;0;0;0;0.75;3;1;43;4;1;0;10;29;1;0;0;0;0;0;0
9;1026289;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;0;0;второе высшее;менеджер среднего звена;>250;0;238;49;Другое;ООО;женат / замужем;2;1;1;0;0;0.0181818182;1;0;0;0;0.5;5;5;324;10;3;2;12;71;1;0;0;0;0;0;0
9;1026309;Поступление зарплаты на счет;Покупка автомобиля;1;0.31;мужской;0;0;высшее;специалист;>250;0;24;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1026329;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;80;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
